Local Date,State,Outage_status
10/28/2012,ME,0
10/28/2012,ME,0
10/28/2012,ME,0
10/27/2012,ME,1
10/27/2012,ME,0
10/26/2012,ME,0
10/26/2012,ME,1
10/26/2012,ME,0
10/25/2012,ME,1
10/22/2012,ME,0
10/21/2012,ME,1
10/16/2012,ME,1
10/15/2012,ME,1
10/15/2012,ME,1
10/12/2012,ME,1
10/06/2012,ME,1
10/06/2012,ME,0
10/06/2012,ME,1
10/06/2012,ME,1
10/06/2012,ME,1
10/06/2012,ME,1
10/02/2012,ME,0
10/02/2012,ME,0
09/27/2012,ME,1
09/26/2012,ME,1
09/26/2012,ME,1
09/21/2012,ME,0
09/14/2012,ME,1
09/12/2012,ME,1
09/11/2012,ME,1
09/09/2012,ME,1
09/08/2012,ME,1
09/08/2012,ME,1
09/08/2012,ME,0
09/08/2012,ME,1
09/07/2012,ME,1
09/06/2012,ME,0
09/06/2012,ME,0
09/06/2012,ME,0
09/06/2012,ME,1
09/06/2012,ME,0
09/06/2012,ME,0
09/06/2012,ME,1
09/06/2012,ME,0
09/04/2012,ME,1
09/04/2012,ME,1
09/02/2012,ME,1
08/31/2012,ME,1
08/27/2012,ME,1
08/27/2012,ME,1
08/17/2012,ME,1
08/15/2012,ME,1
08/14/2012,ME,1
08/12/2012,ME,1
07/29/2012,ME,0
07/28/2012,ME,1
07/28/2012,ME,1
07/28/2012,ME,0
07/27/2012,ME,0
07/27/2012,ME,1
07/27/2012,ME,1
07/27/2012,ME,1
07/27/2012,ME,1
07/26/2012,ME,1
07/26/2012,ME,1
07/26/2012,ME,0
07/26/2012,ME,0
07/26/2012,ME,1
07/26/2012,ME,1
07/26/2012,ME,1
07/26/2012,ME,1
07/26/2012,ME,1
07/26/2012,ME,0
07/26/2012,ME,1
07/26/2012,ME,1
07/26/2012,ME,1
07/26/2012,ME,1
07/26/2012,ME,1
07/26/2012,ME,1
07/26/2012,ME,1
07/26/2012,ME,1
07/26/2012,ME,0
07/26/2012,ME,0
07/26/2012,ME,0
07/26/2012,ME,1
07/24/2012,ME,1
07/23/2012,ME,1
07/23/2012,ME,0
07/23/2012,ME,0
07/22/2012,ME,1
07/19/2012,ME,0
07/15/2012,ME,0
07/14/2012,ME,1
07/10/2012,ME,1
07/02/2012,ME,1
06/26/2012,ME,0
06/26/2012,ME,0
06/24/2012,ME,1
06/22/2012,ME,0
06/21/2012,ME,0
06/21/2012,ME,0
06/20/2012,ME,0
06/20/2012,ME,0
06/15/2012,ME,0
06/15/2012,ME,0
06/13/2012,ME,0
